coeff
6.237074932031007e-19
0.0011949703168232322
0.002731082759242749
0.004098186892514977
0.003794263185326956
-2.312992382085717e-18
-0.007904667907012048
-0.01779841611539312
-0.024361111431761007
-0.02043420939572746
5.789419089784507e-18
0.03842843816826712
0.08971209470219013
0.14261634449910632
0.1831508512127692
0.19952797775205436
0.18665628500306483
0.14817215116536772
0.09507756299940423
0.04158384279592717
6.405232334830109e-18
-0.023155895252717634
-0.02833992457330242
-0.021315972502790877
-0.009777800982423842
-2.9644784695092834e-18
0.005046140694315024
0.00562764289644467
0.003782941746936902
0.0015673375447793753
6.971196351090801e-19
-0.0009354892837886395
